index,turn,phase,step_ms,managed_mb,allocated_mb,gc0,gc1,gc2,save_load_executed,save_success,load_success,save_load_ms
874,11,4,0.020,8.98,110.01,144,144,144,0,0,0,0.000
875,12,5,0.020,8.98,110.01,144,144,144,0,0,0,0.000
876,13,0,0.020,8.98,110.01,144,144,144,0,0,0,0.000
877,14,1,0.020,8.98,110.01,144,144,144,0,0,0,0.000
878,15,2,0.020,8.98,110.01,144,144,144,0,0,0,0.000
879,16,3,0.020,8.98,110.01,144,144,144,0,0,0,0.000
880,17,4,0.020,8.98,110.01,144,144,144,0,0,0,0.000
881,18,5,0.023,8.98,110.01,144,144,144,0,0,0,0.000
882,19,0,0.030,8.98,110.01,144,144,144,0,0,0,0.000
883,20,1,0.020,8.98,110.01,144,144,144,0,0,0,0.000
884,21,2,0.019,8.98,110.01,144,144,144,0,0,0,0.000
885,22,3,0.020,8.98,110.01,144,144,144,0,0,0,0.000
886,23,4,0.020,8.98,110.01,144,144,144,0,0,0,0.000
887,24,5,0.020,8.98,110.01,144,144,144,0,0,0,0.000
888,1,0,0.019,8.98,110.01,144,144,144,0,0,0,0.000
889,2,1,0.020,8.99,110.01,144,144,144,0,0,0,0.000
890,3,2,0.019,8.99,110.01,144,144,144,0,0,0,0.000
891,4,3,0.019,8.99,110.01,144,144,144,0,0,0,0.000
892,5,4,0.020,8.99,110.01,144,144,144,0,0,0,0.000
893,6,5,0.020,8.99,110.01,144,144,144,0,0,0,0.000
894,7,0,0.019,8.99,110.01,144,144,144,0,0,0,0.000
895,8,1,0.019,8.99,110.01,144,144,144,0,0,0,0.000
896,9,2,0.019,8.99,110.01,144,144,144,0,0,0,0.000
897,10,3,0.021,9.00,110.01,144,144,144,0,0,0,0.000
898,11,4,0.019,9.00,110.01,144,144,144,0,0,0,0.000
899,12,5,0.019,9.00,110.01,144,144,144,0,0,0,0.000
900,13,0,0.020,9.00,110.01,144,144,144,1,1,1,18.374
901,14,1,0.039,9.13,110.02,144,144,144,0,0,0,0.000
902,15,2,0.021,9.13,110.02,144,144,144,0,0,0,0.000
903,16,3,0.020,9.13,110.02,144,144,144,0,0,0,0.000
904,17,4,0.021,9.13,110.02,144,144,144,0,0,0,0.000
905,18,5,0.020,9.13,110.02,144,144,144,0,0,0,0.000
906,19,0,0.020,9.13,110.02,144,144,144,0,0,0,0.000
907,20,1,0.020,9.13,110.02,144,144,144,0,0,0,0.000
908,21,2,0.020,9.13,110.02,144,144,144,0,0,0,0.000
909,22,3,0.020,9.13,110.02,144,144,144,0,0,0,0.000
910,23,4,0.020,9.13,110.02,144,144,144,0,0,0,0.000
911,24,5,0.020,9.13,110.02,144,144,144,0,0,0,0.000
912,1,0,0.023,9.14,110.02,144,144,144,0,0,0,0.000
913,2,1,0.020,9.14,110.02,144,144,144,0,0,0,0.000
914,3,2,0.020,9.14,110.02,144,144,144,0,0,0,0.000
915,4,3,0.020,9.14,110.02,144,144,144,0,0,0,0.000
916,5,4,0.020,9.14,110.02,144,144,144,0,0,0,0.000
917,6,5,0.020,9.14,110.02,144,144,144,0,0,0,0.000
918,7,0,0.020,9.14,110.02,144,144,144,0,0,0,0.000
919,8,1,0.020,9.14,110.02,144,144,144,0,0,0,0.000
920,9,2,0.021,9.14,110.02,144,144,144,0,0,0,0.000
921,10,3,0.019,9.14,110.02,144,144,144,0,0,0,0.000
922,11,4,0.020,9.14,110.02,144,144,144,0,0,0,0.000
923,12,5,0.021,9.14,110.02,144,144,144,0,0,0,0.000
924,13,0,0.020,9.14,110.02,144,144,144,0,0,0,0.000
925,14,1,0.020,9.14,110.02,144,144,144,0,0,0,0.000
926,15,2,0.020,9.14,110.02,144,144,144,0,0,0,0.000
927,16,3,0.020,9.14,110.02,144,144,144,0,0,0,0.000
928,17,4,0.020,9.15,110.02,144,144,144,0,0,0,0.000
929,18,5,0.020,9.15,110.02,144,144,144,0,0,0,0.000
930,19,0,0.020,9.15,110.02,144,144,144,0,0,0,0.000
931,20,1,0.020,9.15,110.02,144,144,144,0,0,0,0.000
932,21,2,0.028,9.15,110.02,144,144,144,0,0,0,0.000
933,22,3,0.021,9.15,110.02,144,144,144,0,0,0,0.000
934,23,4,0.020,9.15,110.02,144,144,144,0,0,0,0.000
935,24,5,0.020,9.15,110.02,144,144,144,0,0,0,0.000
936,1,0,0.021,9.16,110.02,144,144,144,0,0,0,0.000
937,2,1,0.020,9.16,110.02,144,144,144,0,0,0,0.000
938,3,2,0.020,9.16,110.02,144,144,144,0,0,0,0.000
939,4,3,0.020,9.16,110.02,144,144,144,0,0,0,0.000
940,5,4,0.019,9.16,110.02,144,144,144,0,0,0,0.000
941,6,5,0.020,9.16,110.02,144,144,144,0,0,0,0.000
942,7,0,0.020,9.16,110.02,144,144,144,0,0,0,0.000
943,8,1,0.020,9.16,110.02,144,144,144,0,0,0,0.000
944,9,2,0.022,9.16,110.02,144,144,144,0,0,0,0.000
945,10,3,0.020,9.16,110.02,144,144,144,0,0,0,0.000
946,11,4,0.020,9.16,110.02,144,144,144,0,0,0,0.000
947,12,5,0.019,9.16,110.02,144,144,144,0,0,0,0.000
948,13,0,0.020,9.16,110.02,144,144,144,0,0,0,0.000
949,14,1,0.020,9.16,110.02,144,144,144,0,0,0,0.000
950,15,2,0.020,9.16,110.02,144,144,144,1,1,1,23.454
951,16,3,0.035,8.30,110.02,145,145,145,0,0,0,0.000
952,17,4,0.020,8.30,110.02,145,145,145,0,0,0,0.000
953,18,5,0.021,8.30,110.02,145,145,145,0,0,0,0.000
954,19,0,0.019,8.30,110.02,145,145,145,0,0,0,0.000
955,20,1,0.019,8.30,110.02,145,145,145,0,0,0,0.000
956,21,2,0.018,8.30,110.02,145,145,145,0,0,0,0.000
957,22,3,0.018,8.30,110.02,145,145,145,0,0,0,0.000
958,23,4,0.018,8.30,110.02,145,145,145,0,0,0,0.000
959,24,5,0.020,8.30,110.02,145,145,145,0,0,0,0.000
960,1,0,0.018,8.30,110.02,145,145,145,0,0,0,0.000
961,2,1,0.020,8.30,110.02,145,145,145,0,0,0,0.000
962,3,2,0.018,8.30,110.02,145,145,145,0,0,0,0.000
963,4,3,0.019,8.30,110.02,145,145,145,0,0,0,0.000
964,5,4,0.020,8.30,110.02,145,145,145,0,0,0,0.000
965,6,5,0.019,8.30,110.02,145,145,145,0,0,0,0.000
966,7,0,0.019,8.30,110.02,145,145,145,0,0,0,0.000
967,8,1,0.020,8.30,110.02,145,145,145,0,0,0,0.000
968,9,2,0.019,8.30,110.02,145,145,145,0,0,0,0.000
969,10,3,0.039,8.30,110.02,145,145,145,0,0,0,0.000
970,11,4,0.029,8.30,110.02,145,145,145,0,0,0,0.000
971,12,5,0.018,8.30,110.02,145,145,145,0,0,0,0.000
972,13,0,0.018,8.30,110.02,145,145,145,0,0,0,0.000
973,14,1,0.019,8.30,110.02,145,145,145,0,0,0,0.000
974,15,2,0.018,8.30,110.02,145,145,145,0,0,0,0.000
975,16,3,0.021,8.30,110.02,145,145,145,0,0,0,0.000
976,17,4,0.018,8.30,110.02,145,145,145,0,0,0,0.000
977,18,5,0.018,8.30,110.02,145,145,145,0,0,0,0.000
978,19,0,0.018,8.30,110.02,145,145,145,0,0,0,0.000
979,20,1,0.018,8.30,110.02,145,145,145,0,0,0,0.000
980,21,2,0.020,8.30,110.02,145,145,145,0,0,0,0.000
981,22,3,0.019,8.30,110.02,145,145,145,0,0,0,0.000
982,23,4,0.022,8.30,110.02,145,145,145,0,0,0,0.000
983,24,5,0.018,8.30,110.02,145,145,145,0,0,0,0.000
984,1,0,0.018,8.30,110.02,145,145,145,0,0,0,0.000
985,2,1,0.018,8.30,110.02,145,145,145,0,0,0,0.000
986,3,2,0.019,8.30,110.02,145,145,145,0,0,0,0.000
987,4,3,0.020,8.30,110.02,145,145,145,0,0,0,0.000
988,5,4,0.018,8.30,110.02,145,145,145,0,0,0,0.000
989,6,5,0.020,8.30,110.02,145,145,145,0,0,0,0.000
990,7,0,0.018,8.30,110.02,145,145,145,0,0,0,0.000
991,8,1,0.018,8.30,110.02,145,145,145,0,0,0,0.000
992,9,2,0.018,8.30,110.02,145,145,145,0,0,0,0.000
993,10,3,0.018,8.30,110.02,145,145,145,0,0,0,0.000
994,11,4,0.018,8.30,110.02,145,145,145,0,0,0,0.000
995,12,5,0.018,8.30,110.02,145,145,145,0,0,0,0.000
996,13,0,0.018,8.30,110.02,145,145,145,0,0,0,0.000
997,14,1,0.020,8.30,110.02,145,145,145,0,0,0,0.000
998,15,2,0.020,8.30,110.02,145,145,145,0,0,0,0.000
999,16,3,0.018,8.30,110.02,145,145,145,0,0,0,0.000
1000,17,4,0.018,8.30,110.02,145,145,145,1,1,1,21.473
1001,18,5,0.038,8.42,110.02,145,145,145,0,0,0,0.000
1002,19,0,0.023,8.42,110.02,145,145,145,0,0,0,0.000
1003,20,1,0.022,8.42,110.02,145,145,145,0,0,0,0.000
1004,21,2,0.023,8.43,110.02,145,145,145,0,0,0,0.000
1005,22,3,0.026,8.43,110.02,145,145,145,0,0,0,0.000
1006,23,4,0.021,8.43,110.02,145,145,145,0,0,0,0.000
1007,24,5,0.023,8.43,110.02,145,145,145,0,0,0,0.000
1008,1,0,0.021,8.43,110.02,145,145,145,0,0,0,0.000
1009,2,1,0.021,8.43,110.02,145,145,145,0,0,0,0.000
1010,3,2,0.022,8.43,110.02,145,145,145,0,0,0,0.000
1011,4,3,0.023,8.43,110.02,145,145,145,0,0,0,0.000
1012,5,4,0.021,8.43,110.02,145,145,145,0,0,0,0.000
1013,6,5,0.023,8.43,110.02,145,145,145,0,0,0,0.000
1014,7,0,0.021,8.43,110.02,145,145,145,0,0,0,0.000
1015,8,1,0.023,8.43,110.02,145,145,145,0,0,0,0.000
1016,9,2,0.021,8.43,110.02,145,145,145,0,0,0,0.000
1017,10,3,0.023,8.43,110.02,145,145,145,0,0,0,0.000
1018,11,4,0.021,8.43,110.02,145,145,145,0,0,0,0.000
1019,12,5,0.021,8.43,110.02,145,145,145,0,0,0,0.000
1020,13,0,0.022,8.43,110.02,145,145,145,0,0,0,0.000
1021,14,1,0.021,8.43,110.02,145,145,145,0,0,0,0.000
1022,15,2,0.021,8.43,110.02,145,145,145,0,0,0,0.000
1023,16,3,0.021,8.43,110.02,145,145,145,0,0,0,0.000
1024,17,4,0.022,8.43,110.02,145,145,145,0,0,0,0.000
1025,18,5,0.031,8.43,110.02,145,145,145,0,0,0,0.000
1026,19,0,0.024,8.45,110.02,145,145,145,0,0,0,0.000
1027,20,1,0.021,8.45,110.02,145,145,145,0,0,0,0.000
1028,21,2,0.021,8.45,110.02,145,145,145,0,0,0,0.000
1029,22,3,0.021,8.45,110.02,145,145,145,0,0,0,0.000
1030,23,4,0.021,8.45,110.02,145,145,145,0,0,0,0.000
1031,24,5,0.024,8.45,110.02,145,145,145,0,0,0,0.000
1032,1,0,0.021,8.45,110.02,145,145,145,0,0,0,0.000
1033,2,1,0.021,8.45,110.02,145,145,145,0,0,0,0.000
1034,3,2,0.021,8.45,110.02,145,145,145,0,0,0,0.000
1035,4,3,0.021,8.45,110.02,145,145,145,0,0,0,0.000
1036,5,4,0.024,8.46,110.02,145,145,145,0,0,0,0.000
1037,6,5,0.021,8.46,110.02,145,145,145,0,0,0,0.000
1038,7,0,0.021,8.46,110.02,145,145,145,0,0,0,0.000
1039,8,1,0.021,8.46,110.02,145,145,145,0,0,0,0.000
1040,9,2,0.021,8.46,110.02,145,145,145,0,0,0,0.000
1041,10,3,0.022,8.46,110.02,145,145,145,0,0,0,0.000
1042,11,4,0.021,8.46,110.02,145,145,145,0,0,0,0.000
1043,12,5,0.021,8.46,110.02,145,145,145,0,0,0,0.000
1044,13,0,0.021,8.46,110.02,145,145,145,0,0,0,0.000
1045,14,1,0.021,8.46,110.02,145,145,145,0,0,0,0.000
1046,15,2,0.021,8.46,110.02,145,145,145,0,0,0,0.000
1047,16,3,0.024,8.46,110.02,145,145,145,0,0,0,0.000
1048,17,4,0.021,8.46,110.02,145,145,145,0,0,0,0.000
1049,18,5,0.021,8.46,110.02,145,145,145,0,0,0,0.000
1050,19,0,0.021,8.46,110.02,145,145,145,1,1,1,21.266
1051,20,1,0.035,8.59,110.03,145,145,145,0,0,0,0.000
1052,21,2,0.019,8.59,110.03,145,145,145,0,0,0,0.000
1053,22,3,0.019,8.59,110.03,145,145,145,0,0,0,0.000
1054,23,4,0.019,8.59,110.03,145,145,145,0,0,0,0.000
1055,24,5,0.018,8.59,110.03,145,145,145,0,0,0,0.000
1056,1,0,0.021,8.59,110.03,145,145,145,0,0,0,0.000
1057,2,1,0.018,8.59,110.03,145,145,145,0,0,0,0.000
1058,3,2,0.020,8.59,110.03,145,145,145,0,0,0,0.000
1059,4,3,0.018,8.59,110.03,145,145,145,0,0,0,0.000
1060,5,4,0.018,8.59,110.03,145,145,145,0,0,0,0.000
1061,6,5,0.019,8.59,110.03,145,145,145,0,0,0,0.000
1062,7,0,0.018,8.59,110.03,145,145,145,0,0,0,0.000
1063,8,1,0.018,8.59,110.03,145,145,145,0,0,0,0.000
1064,9,2,0.020,8.59,110.03,145,145,145,0,0,0,0.000
1065,10,3,0.018,8.59,110.03,145,145,145,0,0,0,0.000
1066,11,4,0.026,8.59,110.03,145,145,145,0,0,0,0.000
1067,12,5,0.019,8.59,110.03,145,145,145,0,0,0,0.000
1068,13,0,0.018,8.59,110.03,145,145,145,0,0,0,0.000
1069,14,1,0.018,8.59,110.03,145,145,145,0,0,0,0.000
1070,15,2,0.018,8.59,110.03,145,145,145,0,0,0,0.000
1071,16,3,0.019,8.59,110.03,145,145,145,0,0,0,0.000
1072,17,4,0.020,8.59,110.03,145,145,145,0,0,0,0.000
1073,18,5,0.018,8.59,110.03,145,145,145,0,0,0,0.000
1074,19,0,0.018,8.59,110.03,145,145,145,0,0,0,0.000
1075,20,1,0.018,8.59,110.03,145,145,145,0,0,0,0.000
1076,21,2,0.018,8.59,110.03,145,145,145,0,0,0,0.000
1077,22,3,0.020,8.60,110.03,145,145,145,0,0,0,0.000
1078,23,4,0.018,8.60,110.03,145,145,145,0,0,0,0.000
1079,24,5,0.018,8.60,110.03,145,145,145,0,0,0,0.000
1080,1,0,0.019,8.60,110.03,145,145,145,0,0,0,0.000
1081,2,1,0.018,8.60,110.03,145,145,145,0,0,0,0.000
1082,3,2,0.018,8.60,110.03,145,145,145,0,0,0,0.000
1083,4,3,0.018,8.60,110.03,145,145,145,0,0,0,0.000
1084,5,4,0.018,8.60,110.03,145,145,145,0,0,0,0.000
1085,6,5,0.018,8.60,110.03,145,145,145,0,0,0,0.000
1086,7,0,0.018,8.60,110.03,145,145,145,0,0,0,0.000
1087,8,1,0.020,8.60,110.03,145,145,145,0,0,0,0.000
1088,9,2,0.018,8.60,110.03,145,145,145,0,0,0,0.000
1089,10,3,0.018,8.60,110.03,145,145,145,0,0,0,0.000
1090,11,4,0.018,8.60,110.03,145,145,145,0,0,0,0.000
1091,12,5,0.018,8.60,110.03,145,145,145,0,0,0,0.000
1092,13,0,0.018,8.60,110.03,145,145,145,0,0,0,0.000
1093,14,1,0.018,8.60,110.03,145,145,145,0,0,0,0.000
1094,15,2,0.019,8.60,110.03,145,145,145,0,0,0,0.000
1095,16,3,0.018,8.60,110.03,145,145,145,0,0,0,0.000
1096,17,4,0.018,8.60,110.03,145,145,145,0,0,0,0.000
1097,18,5,0.018,8.60,110.03,145,145,145,0,0,0,0.000
1098,19,0,0.019,8.61,110.03,145,145,145,0,0,0,0.000
1099,20,1,0.018,8.61,110.03,145,145,145,0,0,0,0.000
1100,21,2,0.020,8.61,110.03,145,145,145,1,1,1,19.617
1101,22,3,0.033,8.73,110.03,145,145,145,0,0,0,0.000
1102,23,4,0.018,8.73,110.03,145,145,145,0,0,0,0.000
1103,24,5,0.017,8.73,110.03,145,145,145,0,0,0,0.000
1104,1,0,0.020,8.73,110.03,145,145,145,0,0,0,0.000
1105,2,1,0.017,8.73,110.03,145,145,145,0,0,0,0.000
1106,3,2,0.017,8.73,110.03,145,145,145,0,0,0,0.000
1107,4,3,0.019,8.73,110.03,145,145,145,0,0,0,0.000
1108,5,4,0.017,8.73,110.03,145,145,145,0,0,0,0.000
1109,6,5,0.017,8.73,110.03,145,145,145,0,0,0,0.000
1110,7,0,0.017,8.73,110.03,145,145,145,0,0,0,0.000
1111,8,1,0.017,8.73,110.03,145,145,145,0,0,0,0.000
1112,9,2,0.019,8.73,110.03,145,145,145,0,0,0,0.000
1113,10,3,0.017,8.73,110.03,145,145,145,0,0,0,0.000
1114,11,4,0.017,8.73,110.03,145,145,145,0,0,0,0.000
1115,12,5,0.017,8.73,110.03,145,145,145,0,0,0,0.000
1116,13,0,0.017,8.73,110.03,145,145,145,0,0,0,0.000
1117,14,1,0.018,8.74,110.03,145,145,145,0,0,0,0.000
1118,15,2,0.017,8.74,110.03,145,145,145,0,0,0,0.000
1119,16,3,0.018,8.74,110.03,145,145,145,0,0,0,0.000
1120,17,4,0.017,8.74,110.03,145,145,145,0,0,0,0.000
1121,18,5,0.017,8.74,110.03,145,145,145,0,0,0,0.000
1122,19,0,0.017,8.74,110.03,145,145,145,0,0,0,0.000
1123,20,1,0.017,8.74,110.03,145,145,145,0,0,0,0.000
1124,21,2,0.018,8.74,110.03,145,145,145,0,0,0,0.000
1125,22,3,0.018,8.74,110.03,145,145,145,0,0,0,0.000
1126,23,4,0.018,8.74,110.03,145,145,145,0,0,0,0.000
1127,24,5,0.020,8.75,110.03,145,145,145,0,0,0,0.000
1128,1,0,0.019,8.75,110.03,145,145,145,0,0,0,0.000
1129,2,1,0.018,8.75,110.03,145,145,145,0,0,0,0.000
1130,3,2,0.038,8.75,110.03,145,145,145,0,0,0,0.000
1131,4,3,0.018,8.75,110.03,145,145,145,0,0,0,0.000
1132,5,4,0.018,8.75,110.03,145,145,145,0,0,0,0.000
1133,6,5,0.018,8.75,110.03,145,145,145,0,0,0,0.000
1134,7,0,0.019,8.75,110.03,145,145,145,0,0,0,0.000
1135,8,1,0.022,8.75,110.03,145,145,145,0,0,0,0.000
1136,9,2,0.028,8.75,110.03,145,145,145,0,0,0,0.000
1137,10,3,0.019,8.75,110.03,145,145,145,0,0,0,0.000
1138,11,4,0.019,8.75,110.03,145,145,145,0,0,0,0.000
1139,12,5,0.020,8.76,110.03,145,145,145,0,0,0,0.000
1140,13,0,0.019,8.76,110.03,145,145,145,0,0,0,0.000
1141,14,1,0.019,8.76,110.03,145,145,145,0,0,0,0.000
1142,15,2,0.019,8.76,110.03,145,145,145,0,0,0,0.000
1143,16,3,0.020,8.76,110.03,145,145,145,0,0,0,0.000
1144,17,4,0.019,8.76,110.03,145,145,145,0,0,0,0.000
1145,18,5,0.019,8.76,110.03,145,145,145,0,0,0,0.000
1146,19,0,0.019,8.76,110.03,145,145,145,0,0,0,0.000
1147,20,1,0.019,8.76,110.03,145,145,145,0,0,0,0.000
1148,21,2,0.019,8.76,110.03,145,145,145,0,0,0,0.000
1149,22,3,0.020,8.77,110.03,145,145,145,0,0,0,0.000
1150,23,4,0.019,8.77,110.03,145,145,145,1,1,1,19.920
1151,24,5,0.038,8.89,110.03,145,145,145,0,0,0,0.000
1152,1,0,0.021,8.89,110.03,145,145,145,0,0,0,0.000
1153,2,1,0.020,8.89,110.03,145,145,145,0,0,0,0.000
1154,3,2,0.020,8.89,110.03,145,145,145,0,0,0,0.000
1155,4,3,0.020,8.89,110.03,145,145,145,0,0,0,0.000
1156,5,4,0.020,8.89,110.03,145,145,145,0,0,0,0.000
1157,6,5,0.020,8.89,110.03,145,145,145,0,0,0,0.000
1158,7,0,0.021,8.90,110.03,145,145,145,0,0,0,0.000
1159,8,1,0.022,8.90,110.03,145,145,145,0,0,0,0.000
1160,9,2,0.020,8.90,110.03,145,145,145,0,0,0,0.000
1161,10,3,0.020,8.90,110.03,145,145,145,0,0,0,0.000
1162,11,4,0.020,8.90,110.03,145,145,145,0,0,0,0.000
1163,12,5,0.020,8.90,110.03,145,145,145,0,0,0,0.000
1164,13,0,0.020,8.90,110.03,145,145,145,0,0,0,0.000
1165,14,1,0.020,8.90,110.03,145,145,145,0,0,0,0.000
1166,15,2,0.020,8.90,110.03,145,145,145,0,0,0,0.000
1167,16,3,0.021,8.91,110.03,145,145,145,0,0,0,0.000
1168,17,4,0.020,8.91,110.03,145,145,145,0,0,0,0.000
1169,18,5,0.021,8.91,110.03,145,145,145,0,0,0,0.000
1170,19,0,0.019,8.91,110.03,145,145,145,0,0,0,0.000
1171,20,1,0.020,8.91,110.03,145,145,145,0,0,0,0.000
1172,21,2,0.020,8.91,110.03,145,145,145,0,0,0,0.000
1173,22,3,0.020,8.91,110.03,145,145,145,0,0,0,0.000
1174,23,4,0.020,8.91,110.03,145,145,145,0,0,0,0.000
1175,24,5,0.020,8.91,110.03,145,145,145,0,0,0,0.000
1176,1,0,0.019,8.91,110.03,145,145,145,0,0,0,0.000
1177,2,1,0.019,8.91,110.03,145,145,145,0,0,0,0.000
1178,3,2,0.020,8.91,110.03,145,145,145,0,0,0,0.000
1179,4,3,0.021,8.92,110.03,145,145,145,0,0,0,0.000
1180,5,4,0.020,8.92,110.03,145,145,145,0,0,0,0.000
1181,6,5,0.020,8.92,110.03,145,145,145,0,0,0,0.000
1182,7,0,0.020,8.92,110.03,145,145,145,0,0,0,0.000
1183,8,1,0.020,8.92,110.03,145,145,145,0,0,0,0.000
1184,9,2,0.020,8.92,110.03,145,145,145,0,0,0,0.000
1185,10,3,0.020,8.92,110.03,145,145,145,0,0,0,0.000
1186,11,4,0.020,8.92,110.03,145,145,145,0,0,0,0.000
1187,12,5,0.020,8.92,110.03,145,145,145,0,0,0,0.000
1188,13,0,0.020,8.92,110.03,145,145,145,0,0,0,0.000
1189,14,1,0.020,8.92,110.03,145,145,145,0,0,0,0.000
1190,15,2,0.021,8.93,110.03,145,145,145,0,0,0,0.000
1191,16,3,0.020,8.93,110.03,145,145,145,0,0,0,0.000
1192,17,4,0.020,8.93,110.03,145,145,145,0,0,0,0.000
1193,18,5,0.020,8.93,110.03,145,145,145,0,0,0,0.000
1194,19,0,0.020,8.93,110.03,145,145,145,0,0,0,0.000
1195,20,1,0.020,8.93,110.03,145,145,145,0,0,0,0.000
1196,21,2,0.020,8.93,110.03,145,145,145,0,0,0,0.000
1197,22,3,0.020,8.93,110.03,145,145,145,0,0,0,0.000
1198,23,4,0.020,8.93,110.03,145,145,145,0,0,0,0.000
1199,24,5,0.020,8.93,110.03,145,145,145,0,0,0,0.000
1200,1,0,0.020,8.93,110.03,145,145,145,1,1,1,19.936
1201,2,1,0.034,9.06,110.04,145,145,145,0,0,0,0.000
1202,3,2,0.020,9.06,110.04,145,145,145,0,0,0,0.000
1203,4,3,0.020,9.06,110.04,145,145,145,0,0,0,0.000
1204,5,4,0.019,9.06,110.04,145,145,145,0,0,0,0.000
1205,6,5,0.019,9.06,110.04,145,145,145,0,0,0,0.000
1206,7,0,0.021,9.07,110.04,145,145,145,0,0,0,0.000
1207,8,1,0.019,9.07,110.04,145,145,145,0,0,0,0.000
1208,9,2,0.019,9.07,110.04,145,145,145,0,0,0,0.000
1209,10,3,0.020,9.07,110.04,145,145,145,0,0,0,0.000
1210,11,4,0.019,9.07,110.04,145,145,145,0,0,0,0.000
1211,12,5,0.019,9.07,110.04,145,145,145,0,0,0,0.000
1212,13,0,0.019,9.07,110.04,145,145,145,0,0,0,0.000
1213,14,1,0.019,9.07,110.04,145,145,145,0,0,0,0.000
1214,15,2,0.020,9.07,110.04,145,145,145,0,0,0,0.000
1215,16,3,0.019,9.07,110.04,145,145,145,0,0,0,0.000
1216,17,4,0.019,9.07,110.04,145,145,145,0,0,0,0.000
1217,18,5,0.019,9.07,110.04,145,145,145,0,0,0,0.000
1218,19,0,0.019,9.07,110.04,145,145,145,0,0,0,0.000
1219,20,1,0.019,9.07,110.04,145,145,145,0,0,0,0.000
1220,21,2,0.020,9.08,110.04,145,145,145,0,0,0,0.000
1221,22,3,0.019,9.08,110.04,145,145,145,0,0,0,0.000
1222,23,4,0.020,9.08,110.04,145,145,145,0,0,0,0.000
1223,24,5,0.019,9.08,110.04,145,145,145,0,0,0,0.000
1224,1,0,0.019,9.08,110.04,145,145,145,0,0,0,0.000
1225,2,1,0.019,9.08,110.04,145,145,145,0,0,0,0.000
1226,3,2,0.019,9.08,110.04,145,145,145,0,0,0,0.000
1227,4,3,0.019,9.08,110.04,145,145,145,0,0,0,0.000
1228,5,4,0.019,9.08,110.04,145,145,145,0,0,0,0.000
1229,6,5,0.019,9.08,110.04,145,145,145,0,0,0,0.000
1230,7,0,0.020,9.09,110.04,145,145,145,0,0,0,0.000
1231,8,1,0.020,9.09,110.04,145,145,145,0,0,0,0.000
1232,9,2,0.019,9.09,110.04,145,145,145,0,0,0,0.000
1233,10,3,0.019,9.09,110.04,145,145,145,0,0,0,0.000
1234,11,4,0.019,9.09,110.04,145,145,145,0,0,0,0.000
1235,12,5,0.019,9.09,110.04,145,145,145,0,0,0,0.000
1236,13,0,0.019,9.09,110.04,145,145,145,0,0,0,0.000
1237,14,1,0.019,9.09,110.04,145,145,145,0,0,0,0.000
1238,15,2,0.020,9.09,110.04,145,145,145,0,0,0,0.000
1239,16,3,0.019,9.09,110.04,145,145,145,0,0,0,0.000
1240,17,4,0.019,9.09,110.04,145,145,145,0,0,0,0.000
1241,18,5,0.020,9.10,110.04,145,145,145,0,0,0,0.000
1242,19,0,0.019,9.10,110.04,145,145,145,0,0,0,0.000
1243,20,1,0.019,9.10,110.04,145,145,145,0,0,0,0.000
1244,21,2,0.019,9.10,110.04,145,145,145,0,0,0,0.000
1245,22,3,0.019,9.10,110.04,145,145,145,0,0,0,0.000
1246,23,4,0.019,9.10,110.04,145,145,145,0,0,0,0.000
1247,24,5,0.019,9.10,110.04,145,145,145,0,0,0,0.000
1248,1,0,0.019,9.10,110.04,145,145,145,0,0,0,0.000
1249,2,1,0.019,9.10,110.04,145,145,145,0,0,0,0.000
1250,3,2,0.019,9.10,110.04,145,145,145,1,1,1,19.796
1251,4,3,0.032,9.23,110.04,145,145,145,0,0,0,0.000
1252,5,4,0.019,9.23,110.04,145,145,145,0,0,0,0.000
1253,6,5,0.018,9.23,110.04,145,145,145,0,0,0,0.000
1254,7,0,0.019,9.23,110.04,145,145,145,0,0,0,0.000
1255,8,1,0.018,9.23,110.04,145,145,145,0,0,0,0.000
1256,9,2,0.018,9.23,110.04,145,145,145,0,0,0,0.000
1257,10,3,0.018,9.23,110.04,145,145,145,0,0,0,0.000
1258,11,4,0.018,9.23,110.04,145,145,145,0,0,0,0.000
1259,12,5,0.018,9.23,110.04,145,145,145,0,0,0,0.000
1260,13,0,0.018,9.23,110.04,145,145,145,0,0,0,0.000
1261,14,1,0.019,9.24,110.04,145,145,145,0,0,0,0.000
1262,15,2,0.018,9.24,110.04,145,145,145,0,0,0,0.000
1263,16,3,0.018,9.24,110.04,145,145,145,0,0,0,0.000
1264,17,4,0.018,9.24,110.04,145,145,145,0,0,0,0.000
1265,18,5,0.018,9.24,110.04,145,145,145,0,0,0,0.000
1266,19,0,0.017,9.24,110.04,145,145,145,0,0,0,0.000
1267,20,1,0.018,9.24,110.04,145,145,145,0,0,0,0.000
1268,21,2,0.018,9.24,110.04,145,145,145,0,0,0,0.000
1269,22,3,0.017,9.24,110.04,145,145,145,0,0,0,0.000
1270,23,4,0.020,9.25,110.04,145,145,145,0,0,0,0.000
1271,24,5,0.019,9.25,110.04,145,145,145,0,0,0,0.000
1272,1,0,0.018,9.25,110.04,145,145,145,0,0,0,0.000
1273,2,1,0.017,9.25,110.04,145,145,145,0,0,0,0.000
1274,3,2,0.018,9.25,110.04,145,145,145,0,0,0,0.000
