index,turn,phase,step_ms,managed_mb,allocated_mb,gc0,gc1,gc2,save_load_executed,save_success,load_success,save_load_ms
54,7,0,0.020,8.22,109.96,142,142,142,0,0,0,0.000
55,8,1,0.021,8.22,109.96,142,142,142,0,0,0,0.000
56,9,2,0.023,8.22,109.96,142,142,142,0,0,0,0.000
57,10,3,0.020,8.22,109.96,142,142,142,0,0,0,0.000
58,11,4,0.021,8.22,109.96,142,142,142,0,0,0,0.000
59,12,5,0.020,8.22,109.96,142,142,142,0,0,0,0.000
60,13,0,0.022,8.22,109.96,142,142,142,0,0,0,0.000
61,14,1,0.020,8.22,109.96,142,142,142,0,0,0,0.000
62,15,2,0.018,8.22,109.96,142,142,142,0,0,0,0.000
63,16,3,0.018,8.22,109.96,142,142,142,0,0,0,0.000
64,17,4,0.018,8.22,109.96,142,142,142,0,0,0,0.000
65,18,5,0.062,8.22,109.96,142,142,142,0,0,0,0.000
66,19,0,0.023,8.22,109.96,142,142,142,0,0,0,0.000
67,20,1,0.022,8.23,109.96,142,142,142,0,0,0,0.000
68,21,2,0.019,8.23,109.96,142,142,142,0,0,0,0.000
69,22,3,0.019,8.23,109.96,142,142,142,0,0,0,0.000
70,23,4,0.020,8.23,109.96,142,142,142,0,0,0,0.000
71,24,5,0.019,8.23,109.96,142,142,142,0,0,0,0.000
72,1,0,0.018,8.23,109.96,142,142,142,0,0,0,0.000
73,2,1,0.018,8.23,109.96,142,142,142,0,0,0,0.000
74,3,2,0.018,8.23,109.96,142,142,142,0,0,0,0.000
75,4,3,0.018,8.23,109.96,142,142,142,0,0,0,0.000
76,5,4,0.019,8.23,109.96,142,142,142,0,0,0,0.000
77,6,5,0.018,8.23,109.96,142,142,142,0,0,0,0.000
78,7,0,0.020,8.23,109.96,142,142,142,0,0,0,0.000
79,8,1,0.018,8.23,109.96,142,142,142,0,0,0,0.000
80,9,2,0.018,8.23,109.96,142,142,142,0,0,0,0.000
81,10,3,0.019,8.23,109.96,142,142,142,0,0,0,0.000
82,11,4,0.019,8.23,109.96,142,142,142,0,0,0,0.000
83,12,5,0.018,8.23,109.96,142,142,142,0,0,0,0.000
84,13,0,0.018,8.23,109.96,142,142,142,0,0,0,0.000
85,14,1,0.018,8.23,109.96,142,142,142,0,0,0,0.000
86,15,2,0.020,8.23,109.96,142,142,142,0,0,0,0.000
87,16,3,0.018,8.23,109.96,142,142,142,0,0,0,0.000
88,17,4,0.019,8.23,109.96,142,142,142,0,0,0,0.000
89,18,5,0.018,8.23,109.96,142,142,142,0,0,0,0.000
90,19,0,0.018,8.23,109.96,142,142,142,0,0,0,0.000
91,20,1,0.019,8.23,109.96,142,142,142,0,0,0,0.000
92,21,2,0.018,8.23,109.96,142,142,142,0,0,0,0.000
93,22,3,0.019,8.23,109.96,142,142,142,0,0,0,0.000
94,23,4,0.018,8.23,109.96,142,142,142,0,0,0,0.000
95,24,5,0.018,8.23,109.96,142,142,142,0,0,0,0.000
96,1,0,0.018,8.23,109.96,142,142,142,0,0,0,0.000
97,2,1,0.018,8.23,109.96,142,142,142,0,0,0,0.000
98,3,2,0.018,8.23,109.96,142,142,142,0,0,0,0.000
99,4,3,0.021,8.24,109.96,142,142,142,0,0,0,0.000
100,5,4,0.018,8.24,109.96,142,142,142,1,1,1,28.363
101,6,5,0.042,8.36,109.96,142,142,142,0,0,0,0.000
102,7,0,0.024,8.36,109.96,142,142,142,0,0,0,0.000
103,8,1,0.023,8.36,109.96,142,142,142,0,0,0,0.000
104,9,2,0.023,8.36,109.96,142,142,142,0,0,0,0.000
105,10,3,0.024,8.36,109.96,142,142,142,0,0,0,0.000
106,11,4,0.029,8.36,109.96,142,142,142,0,0,0,0.000
107,12,5,0.029,8.36,109.96,142,142,142,0,0,0,0.000
108,13,0,0.026,8.36,109.96,142,142,142,0,0,0,0.000
109,14,1,0.023,8.36,109.96,142,142,142,0,0,0,0.000
110,15,2,0.023,8.36,109.96,142,142,142,0,0,0,0.000
111,16,3,0.023,8.36,109.96,142,142,142,0,0,0,0.000
112,17,4,0.023,8.36,109.96,142,142,142,0,0,0,0.000
113,18,5,0.023,8.36,109.96,142,142,142,0,0,0,0.000
114,19,0,0.024,8.36,109.96,142,142,142,0,0,0,0.000
115,20,1,0.023,8.36,109.96,142,142,142,0,0,0,0.000
116,21,2,0.023,8.36,109.96,142,142,142,0,0,0,0.000
117,22,3,0.023,8.36,109.96,142,142,142,0,0,0,0.000
118,23,4,0.024,8.37,109.96,142,142,142,0,0,0,0.000
119,24,5,0.023,8.37,109.96,142,142,142,0,0,0,0.000
120,1,0,0.023,8.37,109.96,142,142,142,0,0,0,0.000
121,2,1,0.078,8.37,109.96,142,142,142,0,0,0,0.000
122,3,2,0.027,8.37,109.96,142,142,142,0,0,0,0.000
123,4,3,0.024,8.37,109.96,142,142,142,0,0,0,0.000
124,5,4,0.024,8.37,109.96,142,142,142,0,0,0,0.000
125,6,5,0.024,8.37,109.96,142,142,142,0,0,0,0.000
126,7,0,0.024,8.37,109.96,142,142,142,0,0,0,0.000
127,8,1,0.024,8.37,109.96,142,142,142,0,0,0,0.000
128,9,2,0.027,8.37,109.96,142,142,142,0,0,0,0.000
129,10,3,0.027,8.37,109.96,142,142,142,0,0,0,0.000
130,11,4,0.024,8.38,109.96,142,142,142,0,0,0,0.000
131,12,5,0.024,8.38,109.96,142,142,142,0,0,0,0.000
132,13,0,0.023,8.38,109.96,142,142,142,0,0,0,0.000
133,14,1,0.024,8.38,109.96,142,142,142,0,0,0,0.000
134,15,2,0.024,8.38,109.96,142,142,142,0,0,0,0.000
135,16,3,0.025,8.38,109.96,142,142,142,0,0,0,0.000
136,17,4,0.024,8.38,109.96,142,142,142,0,0,0,0.000
137,18,5,0.024,8.38,109.96,142,142,142,0,0,0,0.000
138,19,0,0.024,8.38,109.96,142,142,142,0,0,0,0.000
139,20,1,0.025,8.38,109.96,142,142,142,0,0,0,0.000
140,21,2,0.025,8.38,109.96,142,142,142,0,0,0,0.000
141,22,3,0.024,8.38,109.96,142,142,142,0,0,0,0.000
142,23,4,0.024,8.38,109.96,142,142,142,0,0,0,0.000
143,24,5,0.024,8.38,109.96,142,142,142,0,0,0,0.000
144,1,0,0.024,8.38,109.96,142,142,142,0,0,0,0.000
145,2,1,0.024,8.38,109.96,142,142,142,0,0,0,0.000
146,3,2,0.025,8.38,109.96,142,142,142,0,0,0,0.000
147,4,3,0.026,8.38,109.96,142,142,142,0,0,0,0.000
148,5,4,0.026,8.38,109.96,142,142,142,0,0,0,0.000
149,6,5,0.026,8.38,109.96,142,142,142,0,0,0,0.000
150,7,0,0.028,8.39,109.96,142,142,142,1,1,1,27.604
151,8,1,0.050,8.51,109.97,142,142,142,0,0,0,0.000
152,9,2,0.030,8.51,109.97,142,142,142,0,0,0,0.000
153,10,3,0.123,8.51,109.97,142,142,142,0,0,0,0.000
154,11,4,0.040,8.52,109.97,142,142,142,0,0,0,0.000
155,12,5,0.026,8.52,109.97,142,142,142,0,0,0,0.000
156,13,0,0.026,8.52,109.97,142,142,142,0,0,0,0.000
157,14,1,0.025,8.52,109.97,142,142,142,0,0,0,0.000
158,15,2,0.025,8.52,109.97,142,142,142,0,0,0,0.000
159,16,3,0.031,8.52,109.97,142,142,142,0,0,0,0.000
160,17,4,0.025,8.52,109.97,142,142,142,0,0,0,0.000
161,18,5,0.025,8.52,109.97,142,142,142,0,0,0,0.000
162,19,0,0.027,8.52,109.97,142,142,142,0,0,0,0.000
163,20,1,0.025,8.52,109.97,142,142,142,0,0,0,0.000
164,21,2,0.026,8.52,109.97,142,142,142,0,0,0,0.000
165,22,3,0.025,8.52,109.97,142,142,142,0,0,0,0.000
166,23,4,0.025,8.52,109.97,142,142,142,0,0,0,0.000
167,24,5,0.025,8.52,109.97,142,142,142,0,0,0,0.000
168,1,0,0.025,8.52,109.97,142,142,142,0,0,0,0.000
169,2,1,0.025,8.52,109.97,142,142,142,0,0,0,0.000
170,3,2,0.028,8.53,109.97,142,142,142,0,0,0,0.000
171,4,3,0.025,8.53,109.97,142,142,142,0,0,0,0.000
172,5,4,0.025,8.53,109.97,142,142,142,0,0,0,0.000
173,6,5,0.025,8.53,109.97,142,142,142,0,0,0,0.000
174,7,0,0.025,8.53,109.97,142,142,142,0,0,0,0.000
175,8,1,0.025,8.53,109.97,142,142,142,0,0,0,0.000
176,9,2,0.025,8.53,109.97,142,142,142,0,0,0,0.000
177,10,3,0.025,8.53,109.97,142,142,142,0,0,0,0.000
178,11,4,0.026,8.54,109.97,142,142,142,0,0,0,0.000
179,12,5,0.025,8.54,109.97,142,142,142,0,0,0,0.000
180,13,0,0.026,8.54,109.97,142,142,142,0,0,0,0.000
181,14,1,0.026,8.54,109.97,142,142,142,0,0,0,0.000
182,15,2,0.023,8.54,109.97,142,142,142,0,0,0,0.000
183,16,3,0.023,8.54,109.97,142,142,142,0,0,0,0.000
184,17,4,0.023,8.54,109.97,142,142,142,0,0,0,0.000
185,18,5,0.023,8.54,109.97,142,142,142,0,0,0,0.000
186,19,0,0.024,8.54,109.97,142,142,142,0,0,0,0.000
187,20,1,0.023,8.54,109.97,142,142,142,0,0,0,0.000
188,21,2,0.023,8.54,109.97,142,142,142,0,0,0,0.000
189,22,3,0.023,8.54,109.97,142,142,142,0,0,0,0.000
190,23,4,0.023,8.54,109.97,142,142,142,0,0,0,0.000
191,24,5,0.024,8.55,109.97,142,142,142,0,0,0,0.000
192,1,0,0.023,8.55,109.97,142,142,142,0,0,0,0.000
193,2,1,0.023,8.55,109.97,142,142,142,0,0,0,0.000
194,3,2,0.024,8.55,109.97,142,142,142,0,0,0,0.000
195,4,3,0.023,8.55,109.97,142,142,142,0,0,0,0.000
196,5,4,0.023,8.55,109.97,142,142,142,0,0,0,0.000
197,6,5,0.023,8.55,109.97,142,142,142,0,0,0,0.000
198,7,0,0.023,8.55,109.97,142,142,142,0,0,0,0.000
199,8,1,0.023,8.55,109.97,142,142,142,0,0,0,0.000
200,9,2,0.023,8.55,109.97,142,142,142,1,1,1,23.865
201,10,3,0.048,8.68,109.97,142,142,142,0,0,0,0.000
202,11,4,0.026,8.68,109.97,142,142,142,0,0,0,0.000
203,12,5,0.026,8.68,109.97,142,142,142,0,0,0,0.000
204,13,0,0.025,8.68,109.97,142,142,142,0,0,0,0.000
205,14,1,0.025,8.68,109.97,142,142,142,0,0,0,0.000
206,15,2,0.025,8.68,109.97,142,142,142,0,0,0,0.000
207,16,3,0.025,8.68,109.97,142,142,142,0,0,0,0.000
208,17,4,0.025,8.68,109.97,142,142,142,0,0,0,0.000
209,18,5,0.026,8.69,109.97,142,142,142,0,0,0,0.000
210,19,0,0.027,8.69,109.97,142,142,142,0,0,0,0.000
211,20,1,0.025,8.69,109.97,142,142,142,0,0,0,0.000
212,21,2,0.025,8.69,109.97,142,142,142,0,0,0,0.000
213,22,3,0.025,8.69,109.97,142,142,142,0,0,0,0.000
214,23,4,0.036,8.69,109.97,142,142,142,0,0,0,0.000
215,24,5,0.026,8.69,109.97,142,142,142,0,0,0,0.000
216,1,0,0.025,8.69,109.97,142,142,142,0,0,0,0.000
217,2,1,0.026,8.70,109.97,142,142,142,0,0,0,0.000
218,3,2,0.025,8.70,109.97,142,142,142,0,0,0,0.000
219,4,3,0.025,8.70,109.97,142,142,142,0,0,0,0.000
220,5,4,0.025,8.70,109.97,142,142,142,0,0,0,0.000
221,6,5,0.027,8.70,109.97,142,142,142,0,0,0,0.000
222,7,0,0.025,8.70,109.97,142,142,142,0,0,0,0.000
223,8,1,0.025,8.70,109.97,142,142,142,0,0,0,0.000
224,9,2,0.025,8.70,109.97,142,142,142,0,0,0,0.000
225,10,3,0.024,8.70,109.97,142,142,142,0,0,0,0.000
226,11,4,0.023,8.70,109.97,142,142,142,0,0,0,0.000
227,12,5,0.023,8.70,109.97,142,142,142,0,0,0,0.000
228,13,0,0.023,8.70,109.97,142,142,142,0,0,0,0.000
229,14,1,0.023,8.70,109.97,142,142,142,0,0,0,0.000
230,15,2,0.023,8.70,109.97,142,142,142,0,0,0,0.000
231,16,3,0.024,8.71,109.97,142,142,142,0,0,0,0.000
232,17,4,0.023,8.71,109.97,142,142,142,0,0,0,0.000
233,18,5,0.024,8.71,109.97,142,142,142,0,0,0,0.000
234,19,0,0.023,8.71,109.97,142,142,142,0,0,0,0.000
235,20,1,0.023,8.71,109.97,142,142,142,0,0,0,0.000
236,21,2,0.023,8.71,109.97,142,142,142,0,0,0,0.000
237,22,3,0.023,8.71,109.97,142,142,142,0,0,0,0.000
238,23,4,0.023,8.71,109.97,142,142,142,0,0,0,0.000
239,24,5,0.023,8.71,109.97,142,142,142,0,0,0,0.000
240,1,0,0.023,8.71,109.97,142,142,142,0,0,0,0.000
241,2,1,0.024,8.71,109.97,142,142,142,0,0,0,0.000
242,3,2,0.024,8.72,109.97,142,142,142,0,0,0,0.000
243,4,3,0.023,8.72,109.97,142,142,142,0,0,0,0.000
244,5,4,0.023,8.72,109.97,142,142,142,0,0,0,0.000
245,6,5,0.023,8.72,109.97,142,142,142,0,0,0,0.000
246,7,0,0.023,8.72,109.97,142,142,142,0,0,0,0.000
247,8,1,0.023,8.72,109.97,142,142,142,0,0,0,0.000
248,9,2,0.023,8.72,109.97,142,142,142,0,0,0,0.000
249,10,3,0.025,8.72,109.97,142,142,142,0,0,0,0.000
250,11,4,0.023,8.72,109.97,142,142,142,1,1,1,23.935
251,12,5,0.044,8.85,109.97,142,142,142,0,0,0,0.000
252,13,0,0.023,8.85,109.97,142,142,142,0,0,0,0.000
253,14,1,0.022,8.85,109.97,142,142,142,0,0,0,0.000
254,15,2,0.022,8.85,109.97,142,142,142,0,0,0,0.000
255,16,3,0.022,8.85,109.97,142,142,142,0,0,0,0.000
256,17,4,0.022,8.85,109.97,142,142,142,0,0,0,0.000
257,18,5,0.023,8.86,109.97,142,142,142,0,0,0,0.000
258,19,0,0.023,8.86,109.97,142,142,142,0,0,0,0.000
259,20,1,0.022,8.86,109.97,142,142,142,0,0,0,0.000
260,21,2,0.022,8.86,109.97,142,142,142,0,0,0,0.000
261,22,3,0.023,8.87,109.97,142,142,142,0,0,0,0.000
262,23,4,0.022,8.87,109.97,142,142,142,0,0,0,0.000
263,24,5,0.022,8.87,109.97,142,142,142,0,0,0,0.000
264,1,0,0.022,8.87,109.97,142,142,142,0,0,0,0.000
265,2,1,0.023,8.87,109.97,142,142,142,0,0,0,0.000
266,3,2,0.032,8.08,109.97,143,143,143,0,0,0,0.000
267,4,3,0.021,8.08,109.97,143,143,143,0,0,0,0.000
268,5,4,0.021,8.08,109.97,143,143,143,0,0,0,0.000
269,6,5,0.023,8.08,109.97,143,143,143,0,0,0,0.000
270,7,0,0.021,8.08,109.97,143,143,143,0,0,0,0.000
271,8,1,0.021,8.08,109.97,143,143,143,0,0,0,0.000
272,9,2,0.021,8.08,109.97,143,143,143,0,0,0,0.000
273,10,3,0.021,8.08,109.97,143,143,143,0,0,0,0.000
274,11,4,0.042,8.08,109.97,143,143,143,0,0,0,0.000
275,12,5,0.023,8.08,109.97,143,143,143,0,0,0,0.000
276,13,0,0.022,8.08,109.97,143,143,143,0,0,0,0.000
277,14,1,0.021,8.08,109.97,143,143,143,0,0,0,0.000
278,15,2,0.021,8.08,109.97,143,143,143,0,0,0,0.000
279,16,3,0.178,8.08,109.97,143,143,143,0,0,0,0.000
280,17,4,0.108,8.08,109.97,143,143,143,0,0,0,0.000
281,18,5,0.035,8.08,109.97,143,143,143,0,0,0,0.000
282,19,0,0.024,8.08,109.97,143,143,143,0,0,0,0.000
283,20,1,0.027,8.08,109.97,143,143,143,0,0,0,0.000
284,21,2,0.024,8.08,109.97,143,143,143,0,0,0,0.000
285,22,3,0.022,8.08,109.97,143,143,143,0,0,0,0.000
286,23,4,0.021,8.08,109.97,143,143,143,0,0,0,0.000
287,24,5,0.021,8.08,109.97,143,143,143,0,0,0,0.000
288,1,0,0.022,8.08,109.97,143,143,143,0,0,0,0.000
289,2,1,0.022,8.08,109.97,143,143,143,0,0,0,0.000
290,3,2,0.023,8.08,109.97,143,143,143,0,0,0,0.000
291,4,3,0.022,8.08,109.97,143,143,143,0,0,0,0.000
292,5,4,0.022,8.08,109.97,143,143,143,0,0,0,0.000
293,6,5,0.022,8.08,109.97,143,143,143,0,0,0,0.000
294,7,0,0.025,8.08,109.97,143,143,143,0,0,0,0.000
295,8,1,0.022,8.08,109.97,143,143,143,0,0,0,0.000
296,9,2,0.022,8.08,109.97,143,143,143,0,0,0,0.000
297,10,3,0.051,8.08,109.97,143,143,143,0,0,0,0.000
298,11,4,0.026,8.08,109.97,143,143,143,0,0,0,0.000
299,12,5,0.021,8.08,109.97,143,143,143,0,0,0,0.000
300,13,0,0.020,8.08,109.97,143,143,143,1,1,1,20.198
301,14,1,0.038,8.20,109.98,143,143,143,0,0,0,0.000
302,15,2,0.021,8.20,109.98,143,143,143,0,0,0,0.000
303,16,3,0.021,8.20,109.98,143,143,143,0,0,0,0.000
304,17,4,0.023,8.20,109.98,143,143,143,0,0,0,0.000
305,18,5,0.021,8.20,109.98,143,143,143,0,0,0,0.000
306,19,0,0.020,8.20,109.98,143,143,143,0,0,0,0.000
307,20,1,0.021,8.20,109.98,143,143,143,0,0,0,0.000
308,21,2,0.020,8.20,109.98,143,143,143,0,0,0,0.000
309,22,3,0.020,8.20,109.98,143,143,143,0,0,0,0.000
310,23,4,0.022,8.20,109.98,143,143,143,0,0,0,0.000
311,24,5,0.022,8.21,109.98,143,143,143,0,0,0,0.000
312,1,0,0.022,8.21,109.98,143,143,143,0,0,0,0.000
313,2,1,0.020,8.21,109.98,143,143,143,0,0,0,0.000
314,3,2,0.020,8.21,109.98,143,143,143,0,0,0,0.000
315,4,3,0.020,8.21,109.98,143,143,143,0,0,0,0.000
316,5,4,0.021,8.21,109.98,143,143,143,0,0,0,0.000
317,6,5,0.021,8.21,109.98,143,143,143,0,0,0,0.000
318,7,0,0.020,8.21,109.98,143,143,143,0,0,0,0.000
319,8,1,0.020,8.21,109.98,143,143,143,0,0,0,0.000
320,9,2,0.021,8.21,109.98,143,143,143,0,0,0,0.000
321,10,3,0.020,8.21,109.98,143,143,143,0,0,0,0.000
322,11,4,0.022,8.21,109.98,143,143,143,0,0,0,0.000
323,12,5,0.022,8.21,109.98,143,143,143,0,0,0,0.000
324,13,0,0.020,8.21,109.98,143,143,143,0,0,0,0.000
325,14,1,0.021,8.21,109.98,143,143,143,0,0,0,0.000
326,15,2,0.020,8.21,109.98,143,143,143,0,0,0,0.000
327,16,3,0.020,8.21,109.98,143,143,143,0,0,0,0.000
328,17,4,0.020,8.21,109.98,143,143,143,0,0,0,0.000
329,18,5,0.029,8.21,109.98,143,143,143,0,0,0,0.000
330,19,0,0.021,8.21,109.98,143,143,143,0,0,0,0.000
331,20,1,0.020,8.21,109.98,143,143,143,0,0,0,0.000
332,21,2,0.019,8.21,109.98,143,143,143,0,0,0,0.000
333,22,3,0.020,8.21,109.98,143,143,143,0,0,0,0.000
334,23,4,0.020,8.21,109.98,143,143,143,0,0,0,0.000
335,24,5,0.020,8.21,109.98,143,143,143,0,0,0,0.000
336,1,0,0.021,8.21,109.98,143,143,143,0,0,0,0.000
337,2,1,0.020,8.21,109.98,143,143,143,0,0,0,0.000
338,3,2,0.020,8.21,109.98,143,143,143,0,0,0,0.000
339,4,3,0.020,8.21,109.98,143,143,143,0,0,0,0.000
340,5,4,0.019,8.21,109.98,143,143,143,0,0,0,0.000
341,6,5,0.021,8.21,109.98,143,143,143,0,0,0,0.000
342,7,0,0.019,8.21,109.98,143,143,143,0,0,0,0.000
343,8,1,0.021,8.22,109.98,143,143,143,0,0,0,0.000
344,9,2,0.020,8.22,109.98,143,143,143,0,0,0,0.000
345,10,3,0.019,8.22,109.98,143,143,143,0,0,0,0.000
346,11,4,0.021,8.22,109.98,143,143,143,0,0,0,0.000
347,12,5,0.019,8.22,109.98,143,143,143,0,0,0,0.000
348,13,0,0.019,8.22,109.98,143,143,143,0,0,0,0.000
349,14,1,0.019,8.22,109.98,143,143,143,0,0,0,0.000
350,15,2,0.021,8.22,109.98,143,143,143,1,1,1,20.454
351,16,3,0.038,8.34,109.98,143,143,143,0,0,0,0.000
352,17,4,0.023,8.34,109.98,143,143,143,0,0,0,0.000
353,18,5,0.020,8.34,109.98,143,143,143,0,0,0,0.000
354,19,0,0.020,8.34,109.98,143,143,143,0,0,0,0.000
355,20,1,0.020,8.34,109.98,143,143,143,0,0,0,0.000
356,21,2,0.020,8.34,109.98,143,143,143,0,0,0,0.000
357,22,3,0.020,8.34,109.98,143,143,143,0,0,0,0.000
358,23,4,0.021,8.34,109.98,143,143,143,0,0,0,0.000
359,24,5,0.020,8.34,109.98,143,143,143,0,0,0,0.000
360,1,0,0.020,8.34,109.98,143,143,143,0,0,0,0.000
361,2,1,0.020,8.34,109.98,143,143,143,0,0,0,0.000
362,3,2,0.020,8.34,109.98,143,143,143,0,0,0,0.000
363,4,3,0.137,8.35,109.98,143,143,143,0,0,0,0.000
364,5,4,0.022,8.35,109.98,143,143,143,0,0,0,0.000
365,6,5,0.020,8.35,109.98,143,143,143,0,0,0,0.000
366,7,0,0.020,8.35,109.98,143,143,143,0,0,0,0.000
367,8,1,0.020,8.35,109.98,143,143,143,0,0,0,0.000
368,9,2,0.020,8.35,109.98,143,143,143,0,0,0,0.000
369,10,3,0.020,8.35,109.98,143,143,143,0,0,0,0.000
370,11,4,0.020,8.35,109.98,143,143,143,0,0,0,0.000
371,12,5,0.020,8.35,109.98,143,143,143,0,0,0,0.000
372,13,0,0.021,8.35,109.98,143,143,143,0,0,0,0.000
373,14,1,0.021,8.35,109.98,143,143,143,0,0,0,0.000
374,15,2,0.020,8.35,109.98,143,143,143,0,0,0,0.000
375,16,3,0.028,8.35,109.98,143,143,143,0,0,0,0.000
376,17,4,0.020,8.35,109.98,143,143,143,0,0,0,0.000
377,18,5,0.020,8.35,109.98,143,143,143,0,0,0,0.000
378,19,0,0.020,8.35,109.98,143,143,143,0,0,0,0.000
379,20,1,0.020,8.35,109.98,143,143,143,0,0,0,0.000
380,21,2,0.021,8.35,109.98,143,143,143,0,0,0,0.000
381,22,3,0.020,8.35,109.98,143,143,143,0,0,0,0.000
382,23,4,0.020,8.35,109.98,143,143,143,0,0,0,0.000
383,24,5,0.020,8.35,109.98,143,143,143,0,0,0,0.000
384,1,0,0.022,8.36,109.98,143,143,143,0,0,0,0.000
385,2,1,0.020,8.36,109.98,143,143,143,0,0,0,0.000
386,3,2,0.020,8.36,109.98,143,143,143,0,0,0,0.000
387,4,3,0.021,8.36,109.98,143,143,143,0,0,0,0.000
388,5,4,0.020,8.36,109.98,143,143,143,0,0,0,0.000
389,6,5,0.020,8.36,109.98,143,143,143,0,0,0,0.000
390,7,0,0.020,8.36,109.98,143,143,143,0,0,0,0.000
391,8,1,0.020,8.36,109.98,143,143,143,0,0,0,0.000
392,9,2,0.020,8.36,109.98,143,143,143,0,0,0,0.000
393,10,3,0.020,8.36,109.98,143,143,143,0,0,0,0.000
394,11,4,0.021,8.36,109.98,143,143,143,0,0,0,0.000
395,12,5,0.021,8.36,109.98,143,143,143,0,0,0,0.000
396,13,0,0.020,8.36,109.98,143,143,143,0,0,0,0.000
397,14,1,0.020,8.36,109.98,143,143,143,0,0,0,0.000
398,15,2,0.020,8.36,109.98,143,143,143,0,0,0,0.000
399,16,3,0.020,8.36,109.98,143,143,143,0,0,0,0.000
400,17,4,0.021,8.36,109.98,143,143,143,1,1,1,22.968
401,18,5,0.040,8.48,109.98,143,143,143,0,0,0,0.000
402,19,0,0.023,8.48,109.98,143,143,143,0,0,0,0.000
403,20,1,0.023,8.49,109.98,143,143,143,0,0,0,0.000
404,21,2,0.025,8.49,109.98,143,143,143,0,0,0,0.000
405,22,3,0.021,8.49,109.98,143,143,143,0,0,0,0.000
406,23,4,0.022,8.49,109.98,143,143,143,0,0,0,0.000
407,24,5,0.021,8.49,109.98,143,143,143,0,0,0,0.000
408,1,0,0.021,8.49,109.98,143,143,143,0,0,0,0.000
409,2,1,0.021,8.49,109.98,143,143,143,0,0,0,0.000
410,3,2,0.021,8.49,109.98,143,143,143,0,0,0,0.000
411,4,3,0.021,8.49,109.98,143,143,143,0,0,0,0.000
412,5,4,0.023,8.49,109.98,143,143,143,0,0,0,0.000
413,6,5,0.021,8.49,109.98,143,143,143,0,0,0,0.000
414,7,0,0.023,8.49,109.98,143,143,143,0,0,0,0.000
415,8,1,0.022,8.49,109.98,143,143,143,0,0,0,0.000
416,9,2,0.021,8.49,109.98,143,143,143,0,0,0,0.000
417,10,3,0.021,8.49,109.98,143,143,143,0,0,0,0.000
418,11,4,0.021,8.49,109.98,143,143,143,0,0,0,0.000
419,12,5,0.022,8.50,109.98,143,143,143,0,0,0,0.000
420,13,0,0.021,8.50,109.98,143,143,143,0,0,0,0.000
421,14,1,0.021,8.50,109.98,143,143,143,0,0,0,0.000
422,15,2,0.021,8.50,109.98,143,143,143,0,0,0,0.000
423,16,3,0.021,8.50,109.98,143,143,143,0,0,0,0.000
424,17,4,0.021,8.50,109.98,143,143,143,0,0,0,0.000
425,18,5,0.022,8.50,109.98,143,143,143,0,0,0,0.000
426,19,0,0.029,8.50,109.98,143,143,143,0,0,0,0.000
427,20,1,0.022,8.50,109.98,143,143,143,0,0,0,0.000
428,21,2,0.021,8.50,109.98,143,143,143,0,0,0,0.000
429,22,3,0.021,8.50,109.98,143,143,143,0,0,0,0.000
430,23,4,0.021,8.50,109.98,143,143,143,0,0,0,0.000
431,24,5,0.021,8.50,109.98,143,143,143,0,0,0,0.000
432,1,0,0.021,8.50,109.98,143,143,143,0,0,0,0.000
433,2,1,0.021,8.50,109.98,143,143,143,0,0,0,0.000
434,3,2,0.021,8.50,109.98,143,143,143,0,0,0,0.000
435,4,3,0.023,8.51,109.98,143,143,143,0,0,0,0.000
436,5,4,0.021,8.51,109.98,143,143,143,0,0,0,0.000
437,6,5,0.021,8.51,109.98,143,143,143,0,0,0,0.000
438,7,0,0.021,8.51,109.98,143,143,143,0,0,0,0.000
439,8,1,0.021,8.51,109.98,143,143,143,0,0,0,0.000
440,9,2,0.021,8.51,109.98,143,143,143,0,0,0,0.000
441,10,3,0.021,8.51,109.98,143,143,143,0,0,0,0.000
442,11,4,0.021,8.51,109.98,143,143,143,0,0,0,0.000
443,12,5,0.022,8.52,109.98,143,143,143,0,0,0,0.000
444,13,0,0.021,8.52,109.98,143,143,143,0,0,0,0.000
445,14,1,0.021,8.52,109.98,143,143,143,0,0,0,0.000
446,15,2,0.022,8.52,109.98,143,143,143,0,0,0,0.000
447,16,3,0.021,8.52,109.98,143,143,143,0,0,0,0.000
448,17,4,0.021,8.52,109.98,143,143,143,0,0,0,0.000
449,18,5,0.021,8.52,109.98,143,143,143,0,0,0,0.000
450,19,0,0.021,8.52,109.98,143,143,143,1,1,1,20.692
451,20,1,0.039,8.65,109.99,143,143,143,0,0,0,0.000
452,21,2,0.023,8.65,109.99,143,143,143,0,0,0,0.000
453,22,3,0.021,8.65,109.99,143,143,143,0,0,0,0.000
454,23,4,0.021,8.65,109.99,143,143,143,0,0,0,0.000
455,24,5,0.023,8.65,109.99,143,143,143,0,0,0,0.000
456,1,0,0.022,8.65,109.99,143,143,143,0,0,0,0.000
457,2,1,0.022,8.65,109.99,143,143,143,0,0,0,0.000
458,3,2,0.021,8.65,109.99,143,143,143,0,0,0,0.000
459,4,3,0.023,8.66,109.99,143,143,143,0,0,0,0.000
460,5,4,0.022,8.66,109.99,143,143,143,0,0,0,0.000
461,6,5,0.022,8.66,109.99,143,143,143,0,0,0,0.000
462,7,0,0.020,8.66,109.99,143,143,143,0,0,0,0.000
463,8,1,0.020,8.66,109.99,143,143,143,0,0,0,0.000
